targetbvdidnumber;targetname;company;Title_link;date;Title;mainText;pros;cons;reply;helpfulReviews;authorInfo;authorInfo1;authorLocation;minor;middle;outlook;CEO;recommend
US132180996L;headstrong corporation;headstrong;https://www.glassdoor.com/Reviews/Employee-Review-Headstrong-RVW307467.htm;October 20, 2009;"""All hype!!""";I have been working at Headstrong;"""The"" place to be if you are appearing for competitive exams (CFA, FRM, CAT, GMAT etc etc)!!  Best place to be if you are ""in transit""!!";"- Poor management at all levels
- No strategic focus
- Attitude of some of the managers is appalling
- Major percentage of revenues from ""bodyshopping""
- Frequent changes in long-term strategy (if any), focus and org. structure";;Helpful (1);Consultant;;;;Consultant,in Bangalore;;;Doesn't Recommend
US132180996L;headstrong corporation;headstrong;https://www.glassdoor.com/Reviews/Employee-Review-Headstrong-RVW276435.htm;August 27, 2009;"""Used to be good place to be....""";I worked at Headstrong;"Good Investment banking experience
Decent compensation compared to other services companies
Opportunities to travel out of India for longer term assignments
Skilled colleagues to work with";"Package is lower compared to investment banks and it varies drastically based on negotiation
Needs more friendly HR Policies for employees
Not much benefits available to employees
Feels like that management doesnt have longer term vision / plan for the company
Frequently changing policies";;Helpful (2);Consultant;;;;Consultant,in Bangalore;;;Doesn't Recommend
US132180996L;headstrong corporation;headstrong;https://www.glassdoor.com/Reviews/Employee-Review-Headstrong-RVW255768.htm;July 20, 2009;"""Missing employee connect and missing Professionalism""";I have been working at Headstrong;"If you want to work in finance related IT field, you may start here.
Work with them in this market time and then side by side keep searching for better (any thing else would be better) and then say good bye.";"- Not at all professional
- No respect for employee
- Only think about numbers
- Just stay away, since after some time you will also become what they are (Surrounding effect). Most important you will loose your professionalism.
- Even though Top management says there are profitable in this market time, there was not pay hike. I think it is just exploitation of its employee. Becos market is down, they can't find job outside easily, so what is the need to increase pay.
- Manager do not stand on their words even mails. I am talking about senior management.";;Helpful (1);;;;;;;;Doesn't Recommend
US132180996L;headstrong corporation;headstrong;https://www.glassdoor.com/Reviews/Employee-Review-Headstrong-RVW221756.htm;May 10, 2009;"""Missing employee connect.""";I have been working at Headstrong;Can be used as a launchpad to get into IT divisons of top financial companies.;"Top heavy management.
Senior managers hardly try to understand operating environment and then support the employees.
No transparency with respect to Promotions.
Hugh disparity in payscales of similar employees.
Talks a lot and promises many things, but do not stick to those.
In hand salary is very less (salary composition is not fairly structured).
Bench management is poor.
Employee connect during bench period is pathetic.
Employee motivation is not taken seriously by managers.";;Helpful;Project Manager;;;;Project Manager;;;Doesn't Recommend
US132180996L;headstrong corporation;headstrong;https://www.glassdoor.com/Reviews/Employee-Review-Headstrong-RVW182828.htm;March 2, 2009;"""Nice Company, but Senior Management should keep a check, what is happening under thr nose""";I have been working at Headstrong;People friendly attitude of the management;Benefits like transport, not that good;;Helpful;Consultant;;;;Consultant,in New Delhi;;;Recommends
US132180996L;headstrong corporation;headstrong;https://www.glassdoor.com/Reviews/Employee-Review-Headstrong-RVW54354.htm;August 9, 2008;"""Low Intensity""";I worked at Headstrong;"Low intensity work, earn more for doing less. Very billing oriented so if you are half as good and can please the client management then chances are that you will shine in Headstrong. 
Employee friendly. Has good policies that help balance work and family lives.";Low rung work. Not interesting if you are technically oriented. Client management matters the most and local managers can be and are overruled by what client management says.;;Helpful;Project Manager;;;;Project Manager,in New Delhi;;No opinion of CEO;
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW31935742.htm;February 18, 2020;"""Great Place Great People""";I have been working at Hire Dynamics full-time;Great people, family oriented atmosphere,;Nothing that would warrant a bad review.;;Helpful (1);Current Employee - Senior Staffing Specialist;in Lincolnton, NC;Lincolnton, NC;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW31935495.htm;February 18, 2020;"""Good Culture, Growth Oriented, Strong Vision""";I have been working at Hire Dynamics full-time for more than 8 years;"I have been an employee with Hire Dynamics for 10+ years and it has been a great run!  Over the last three years, I have watched this company go through tremendous change and growth; it has been an exciting ride.  Throughout all of the growth, I really appreciate that our culture has remained consistent and our vision is still going strong.  Billy Milam is a new addition to our Executive Team, and he is proving to be an effective leader who is driven, passionate and for the people.  I  am excited to see what the next few years bring under his leadership.";We are growing fast and need to be able to grow our leaders faster to keep up with the momentum.  Not a bad thing, but something Hire Dynamics' should continue work through and focus on.;;Helpful;Current Employee - Recruiter;;;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW31935200.htm;February 18, 2020;"""Great Company but Could Improve""";I have been working at Hire Dynamics full-time for more than a year;"Great coworkers and managers; upper leadership is very involved. I feel my work here is important and that I am valued as an employee.  I believe in the values that Hire Dynamics promotes and we work with great clients.";"No ability to work remote; the PTO plan is average.";;Helpful;Current Employee - Anonymous Employee;;;;;;;Doesn't Recommend
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW32057762.htm;February 25, 2020;"""Great place to work as long as you have a good manager.""";I worked at Hire Dynamics full-time for more than a year;You get great training once you are hired on full time. Great group of upper management! Room to grow if your supervisor allows for it.;Management on the branch level is at best mediocre. They are not trained on new things within the company and they are not held accountable either. If your branch manager does not want you to improve or better yourself within the company they can prevent it. Branch managers belittling people and taking advantage of not having to let anyone know if they are at work or not.;;Helpful;Former Employee - Staffing Specialist;in Greensboro, NC;Greensboro, NC;;;;;Doesn't Recommend
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW31935825.htm;February 18, 2020;"""Potential to be an incredible company but they have a ways to go""";I have been working at Hire Dynamics full-time for more than a year;The senior team is extremely involved with branch-level operations and are very reachable. Internal mentorship program. They hire people who have like personalities. The sales team is good at bringing in great clients.;Not up to date with the current benefits in the job market and not willing to make changes. NO work from home availability at all. Still limits on PTO where competitor companies are offering unlimited. Expensive medical benefits. Impossible to get a raise.;;Helpful;Current Employee - Anonymous Employee;;;;;;;Doesn't Recommend
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW31525960.htm;January 27, 2020;"""Great Company to Grow""";I have been working at Hire Dynamics full-time for less than a year;The Leadership team is in touch with the business. By far the most employee friendly company that I have worked in. Professional, hard working, top notch peers and employees.;None, this company is great!;;Helpful;Current Employee - Branch Manager;in Nash, TN;Nash, TN;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW31526023.htm;January 27, 2020;"""Great culture and room for advancement""";I have been working at Hire Dynamics full-time for more than a year;When I joined Hire Dynamics, I felt very welcome and immediately felt like part of the team. Although it was a new role for me, I had the resources and training I needed to succeed. Our regional and corporate meetings are full of energy and you immediately feel empowered to advance your career.;None that I have experienced so far;;Helpful;Current Employee - Staffing Specialist;in Nashville, TN;Nashville, TN;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW31526901.htm;January 27, 2020;"""Great Company, Great Culture, Great Values""";I have been working at Hire Dynamics full-time for more than a year;I have been working for Hire Dynamics for one year now and I have been extremely impressed with the amount of energy and passion that the leadership team demonstrates.  They want you to feel empowered to make your own decisions and learn and grow within the company.  Teamwork, communication, and collaboration are very important to this organization and if they are important to you, it will feel like home.;None that I can think of.;;Helpful;Current Employee - Staffing Specialist;in Nashville, TN;Nashville, TN;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW31952956.htm;February 19, 2020;"""Worst Staffing Agency""";I worked at Hire Dynamics full-time for more than 3 years;"-They make you feel wanted and needed during the interview
-I was in a great branch, I loved who I worked with";"- Pay is terrible. You can go to another staffing company and make more money. 
- They will promote you from the office to onsite and will not  increase your pay
- Leadership is terrible on the senior level, it is obvious they have favorites and it trickles down within the branches";;Helpful;Former Employee - Anonymous Employee;in Spartanburg, SC;Spartanburg, SC;;;;;Doesn't Recommend
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW31955537.htm;February 19, 2020;"""If you have HR/Staffing/Recruiter experience Don’t waste your time here""";I have been working at Hire Dynamics;Positive laid back environment if you’re new to staffing and won’t question the outdated practices of an office.;"If you’re an experienced recruiter RUN Away!! No apparent communication amongst leadership; There’s too much of “go ask so and so” for an answer and their answers are always different from each other. Don’t take their word for anything, have it all in writing. Promotions and growth opportunities are possible but never in the timeline promised and far from standard expectations. They lack some of the most basic recruiting resources and question you when you ask about using the ones available. They’ll tell you they want innovation but they’re truly just set in their ways.";;Helpful;Staffing Coordinator;in Atlanta, GA;Atlanta, GA;;;Neutral Outlook;;
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW31720194.htm;February 6, 2020;"""Morally Obligated""";I worked at Hire Dynamics full-time for more than a year;Great starting pay to attract talent.;Wooing great employees with great starting pay is not sustainable in the long run.  Even with advancement/job title they do not give pay increases.;;Helpful;Former Employee - Senior Staffing Specialist;in Nashville, TN;Nashville, TN;;;;Approves of CEO;
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW31524135.htm;January 27, 2020;"""I enjoyed working for Hire Dynamics at Samaritans Purse""";I have been working at Hire Dynamics full-time for less than a year;This is a temp service dealing with gifting children ages 2-14;It was a seasonal job;;Helpful;Current Employee - Line Lead;in Duluth, GA;Duluth, GA;;;;;Doesn't Recommend
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW31431192.htm;January 22, 2020;"""Not worth it""";I worked at Hire Dynamics full-time for more than 3 years;They have the ability to woo great employees which results in a good team of hard workers;They attract great candidates by making empty promises about growth and advancement potential.   They have very little share of the candidate pool or identity in the market. If your competition has never heard of you, then you are ineffective.   10% of the staff does 90% of the work, while upper management hardly works a 40 hour week.;;Helpful;Former Employee - Recruiter;in Nashville, TN;Nashville, TN;;;;;Doesn't Recommend
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW30336037.htm;November 12, 2019;"""Great Support and Structure""";I have been working at Hire Dynamics full-time for more than 3 years;Transparency and loyalty are the big reasons Hire Dynamics has been my favorite employer since entering the work force from college. They dedicate to you and it only motivates you even more to dedicate yourself to them. Having been in the same industry a little more than 3 years now, I've learned the right and wrong ways to handle staffing, and Hire Dynamics does it the right way every time.;- these jobs aren't for everyone. MULTITASKING;;Helpful;Current Employee - Staffing Specialist;in Nashville, TN;Nashville, TN;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW30336473.htm;November 12, 2019;"""Best staffing company I have ever had the privilegde of working for.""";I have been working at Hire Dynamics full-time for more than 3 years;"Great team environment. 
Great support team.";I do not have any cons.;;Helpful;Current Employee - Operations Manager;in Nashville, TN;Nashville, TN;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW30336399.htm;November 12, 2019;"""Great company to work for!""";I have been working at Hire Dynamics full-time for more than 3 years;"Great company &amp; people, upbeat,  teamwork";We get crazy busy sometimes, be patient with us.;;Helpful;Current Employee - Senior Staffing Specialist;in Nashville, TN;Nashville, TN;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW30316023.htm;November 11, 2019;"""Best Company Ever!!!!""";I have been working at Hire Dynamics full-time for more than 3 years;Positive, upbeat environment.  A culture that fosters growth, outstanding leadership, transparency, inspirational.;Staffing is fast pace.;;Helpful;Current Employee - Manager;in Nashville, TN;Nashville, TN;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW29847955.htm;October 16, 2019;"""Best Place to Work year after year!""";I have been working at Hire Dynamics full-time for more than a year;Family Culture. Genuine People. Positive Attitude. Work Hard, Play Hard.;n. o. n. e.;;Helpful;Current Employee - Operations Manager;in Atlanta, GA;Atlanta, GA;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW29939610.htm;October 21, 2019;"""Drink the cool aid""";I have been working at Hire Dynamics full-time for more than a year;Small company, good training upon hire.;They make you submit proof of income before they make an offer. People look for new jobs in order to increase their income, not make the same amount for another whole year. You aren't eligible to contribute to 401K for a year.;;Helpful;Current Employee - Senior Staffing Specialist;;;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW29721660.htm;October 9, 2019;"""The people at the office are great and friendly however, the on site staff where I was employed was extremely rude.""";I worked at Hire Dynamics part-time for less than a year;Weekly pay. Decent base pay.;Far distances to drive for work. Some staff is extremely rude.;;Helpful;Former Employee - Temporary Employee;in Durham, NC;Durham, NC;;;;;Doesn't Recommend
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW29953337.htm;October 22, 2019;"""DONT DO IT""";I have been working at Hire Dynamics full-time for less than a year;Nothing good to say about company;They treat you as if you’re nothing but a number. They don’t get anything done, they took 3 weeks to correct a check. They say they work around school schedules but they don’t. Everyone always has an attitude. You don’t get breaks or lunches at a fair time ( clock in at 1pm go to lunch at 2pm or 8pm);;Helpful;Current Employee - Customer Service Representative;in Montgomery, AL;Montgomery, AL;;;;;Doesn't Recommend
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW29072098.htm;September 6, 2019;"""Great company to work for""";I worked at Hire Dynamics;Help me find a job the first time I went in;No cons they were very helpful;;Helpful;;;;;;;;
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW28901380.htm;August 28, 2019;"""Best Place To Work""";I have been working at Hire Dynamics full-time for less than a year;Amazing Management team. This is a company that truly cares and wants you to grow. I love my job! Everyone is treated equally  and  truly appreciated;I honestly don't  have any cons.;;Helpful;Current Employee - Business Development Manager;in Durham, NC;Durham, NC;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW28814970.htm;August 23, 2019;"""I have oily been working for them and few days but so far so good""";I have been working at Hire Dynamics full-time;You can get some overtime;I hear that other staffing companies pay more for the same job I’m doing;;Helpful;Current Employee - Picker/Packer;;;;;;;
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW28734195.htm;August 20, 2019;"""Hire Dynamics""";I have been working at Hire Dynamics full-time for less than a year;The company is fluent and cohesive. Upbeat and great at building you individually and as a team!;Staffing is not for faint of heart. You have to have thick skin.;;Helpful;Current Employee - Staffing Specialist;in Hickory, NC;Hickory, NC;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW28367782.htm;July 31, 2019;"""Picker jobs""";I have been working at Hire Dynamics part-time for less than a year;Flexible hours to work.weelly pay as well.;Lower pay rate than others.;;Helpful;Current Employee - Picker/Packer;;;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW28584078.htm;August 12, 2019;"""Found my first job quickly, very friendly""";I worked at Hire Dynamics full-time for less than a year;Good with pay, and scheduling;After contract ended they haven't showed much interest;;Helpful;Former Employee - Order Puller;in Concord, NC;Concord, NC;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW28950466.htm;August 30, 2019;"""Not a positive work environment .""";I worked at Hire Dynamics full-time;Paid holidays and training. Some of the people were nice whom I worked with.;Work environment was toxic.;;Helpful;Former Employee - Anonymous Employee;in Durham, NC;Durham, NC;;;;;Doesn't Recommend
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW28220907.htm;July 24, 2019;"""Very fast, professional and accurate job posting""";I worked at Hire Dynamics full-time for more than 3 years;Accurate location and job description. Location very convenient. Open, understanding, and fast with job placement.;I always felt better physically walking into the office, then speaking on the phone. I did not mind doing so, since I always was one of the first to enter as soon as they opened.;;Helpful;Former Employee - Data Entry;;;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW28221196.htm;July 24, 2019;"""picking orders, load and unload trucks processed shipment at UPS &amp; FEDEX table""";I worked at Hire Dynamics part-time for less than a year;As a temp agency they found a job for me quickly, they are fast and reliable.;The company you work for under Hired Dynamics may or may not hire you, therefore leaving you jobless;;Helpful;Former Employee - Warehouse Associate;in Stone Mountain, GA;Stone Mountain, GA;;;;;
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW28676926.htm;August 16, 2019;"""No opportunity for growth internally""";I have been working at Hire Dynamics full-time for more than 10 years;None, this company sucks. I don’t recommend to any of my friends;Management will lie and tell you three is room to grow internally but will hire someone else and not even consider you for the position. Management only care about how they look and numbers and don’t care about the team. There is no I in team.;;Helpful;Current Employee - Senior Staffing Specialist;in Durham, NC;Durham, NC;;;;;Doesn't Recommend
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW27713936.htm;June 30, 2019;"""Hire Dynamics""";I worked at Hire Dynamics full-time for more than a year;Good Jobs, great pay at most ,;Sometimes no jobs available, the card that the company provides is not good u may have to wait a week after u have been pain due to a malfunction with card company best u have you have your own;;Helpful;Former Employee - Warehouse Associate;in Nashville, TN;Nashville, TN;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW26543086.htm;June 8, 2019;"""Hard work worth while.""";I worked at Hire Dynamics full-time for less than a year;Hard work worth the while.;There are no down sides.;;Helpful (1);Former Employee - Assembly Line Worker;in Braselton, GA;Braselton, GA;;;;;
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW25951787.htm;May 2, 2019;"""Let go""";I have been working at Hire Dynamics full-time for less than a year;Fun work... get home on time...love the people.;Won't warn you before the let you go...;;Helpful (2);Current Employee - Scheduler;in Alpharetta, GA;Alpharetta, GA;;;;;Doesn't Recommend
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW26257019.htm;May 21, 2019;"""Operations""";I worked at Hire Dynamics full-time for less than a year;It was terrible experience ever. Will never go back;Hated the job. The staffing agency sucks.;;Helpful;Former Employee - Anonymous Employee;;;;;;;Doesn't Recommend
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW25244771.htm;March 19, 2019;"""Great""";I have been working at Hire Dynamics;Paid weekly, onsite manager is great;Ecom,  lack of front line accountability;;Helpful;;;;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW25001774.htm;March 5, 2019;"""Top-Notch Company- People of Integrity""";I have been working at Hire Dynamics full-time for less than a year;I have recently just started working at the Home Office in Duluth, GA. I have been so impressed with everyone I've interacted with at Hire Dynamics. People who are genuinely nice and excited to have you on the team- eager to help you in any way they can. The senior team is very down to earth and accessible. I have personal conversations with every one of them within my first week of working there. They are always popping into offices and are curious how everybody is ACTUALLY doing. Very rare to see that with a senior team- most of the time they seem to be untouchable!;Nothing so far to report!;;Helpful (1);Current Employee - Anonymous Employee;in Duluth, GA;Duluth, GA;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW24980974.htm;March 4, 2019;"""nice opportunity""";I worked at Hire Dynamics full-time for more than a year;great schedule, great environment;wasnt hired on permenatly;;Helpful;Former Employee - Customer Service Representative;in Atlanta, GA;Atlanta, GA;;;;;
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW24217367.htm;January 15, 2019;"""Great experience""";I worked at Hire Dynamics;Nice staff friendly people a great company to work for;Employees should know their title;;Helpful (1);;;;;;;;
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW24128205.htm;January 9, 2019;"""Packer/picker""";I worked at Hire Dynamics full-time for less than a year;Great people great company with would recommend;Co worker need challenge to work and great work in place;;Helpful;Former Employee - Warehouse;;;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW23435617.htm;November 15, 2018;"""Manager""";I have been working at Hire Dynamics full-time for more than 5 years;Great work environment!  Team oriented.  We work hard and we play hard;We are a people business so it may not be for everybody;;Helpful (1);Current Employee - Project Manager;in Duluth, GA;Duluth, GA;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW23283000.htm;November 5, 2018;"""Employer""";I worked at Hire Dynamics part-time for more than a year;The team work was the best work for hire dynamics?;It was to cold some noghts;;Helpful;Former Employee - Assembly Line Worker;in Concord, NC;Concord, NC;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW23206838.htm;October 31, 2018;"""Staffing Specialist""";I worked at Hire Dynamics full-time for less than a year;Great team to work with and be around.;Turn over rate - hard to take a break at times.;;Helpful;Former Employee - Anonymous Employee;in Duluth, GA;Duluth, GA;;;;;
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW22970086.htm;October 15, 2018;"""One of the top greatest workers at any job""";I have been working at Hire Dynamics part-time;Hard worker, heavy lifter, constantly active, focus and well thought through any task making decisions;Unlike too cold or hot places;;Helpful (1);Current Employee - Anonymous Employee;;;;;;;
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW21990908.htm;August 15, 2018;"""Awesome company!""";I have been working at Hire Dynamics full-time for more than 3 years;"Investing in their staff with continuing education.  Cares about them personally &amp; growing them professionally.";None I can think of.;;Helpful;Current Employee - Branch Manager;in Spartanburg, SC;Spartanburg, SC;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW22520624.htm;September 17, 2018;"""No opportunity for advancement no matter how long you work for them.""";I worked at Hire Dynamics full-time for more than 5 years;Consistant. I was at the same location for 5 years but there was no raises or opportunities to become permanent. No one from hire dynamics fought to get us a raise and so the company continued to pay us the same low hourly pay.;LOW PAY! NO RAISES!!, NO OPPORTUNITY FOR ADVANCEMENT!;;Helpful (1);Former Employee - Anonymous Employee;in Atlanta, GA;Atlanta, GA;;;;;Doesn't Recommend
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW21852455.htm;August 7, 2018;"""Chart Retrieval Specialist""";I have been working at Hire Dynamics full-time;Fast hiring process  and very nice staff;Difficult to move to different projects;;Helpful;Current Employee - Anonymous Employee;;;;;;;
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW21787643.htm;August 2, 2018;"""CSR.""";I have been working at Hire Dynamics full-time for less than a year;i love the family feel of the workplace;No cons to share actually;;Helpful;Current Employee - Customer Service Representative;;;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW21744839.htm;July 31, 2018;"""Excellent""";I have been working at Hire Dynamics full-time for more than 10 years;Hire dynamics is a one in a lifetime experience you WANT to receive if you are looking for work! They have awesome communication and are always one step ahead of you in finding you what fits to your wants and needs . I have been with a job they placed me with since 09/25 and soon to be permanent! Hire Dynamics has some of the best people working for them . I work with TJ and he needs to be recognized ,he always goes above and beyond ...;No cons , everything meets my needs !;;Helpful;Current Employee - Scheduler;in Alpharetta, GA;Alpharetta, GA;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW21758240.htm;August 1, 2018;"""Excellent Company to Work With!""";I have been working at Hire Dynamics full-time for less than a year;The Hire Dynamics Alpharetta location is great at job placement, their always available to assist with any needs you may have while on assignment. I've been with the company a year now and its been a great one.;No Cons with the Alpharetta location;;Helpful;Current Employee - Quality Assurance Analyst;in Alpharetta, GA;Alpharetta, GA;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW21736707.htm;July 31, 2018;"""Good company for training""";I worked at Hire Dynamics full-time for more than 3 years;This is a great company for new sales people.;The company is only concerned with sales.  People in operations aren't valued.;;Helpful (1);Former Employee - Branch Manager;in Atlanta, GA;Atlanta, GA;;;;;Doesn't Recommend
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW22060240.htm;August 20, 2018;"""Low wages for phone abuse""";I worked at Hire Dynamics full-time;The branch recruiters are nice;"Extremely Low pay $9-maybe $11 for call center work these call center jobs cant support any real bills especially if you have real work experience look somewhere else...most fast food in the the city of atlanta starts and $9-$10 stay woke. These low wage call center jobs you'll be working with ratchet men &amp; women who are not professional at all so dont expect a nice work environment if your used to real professionalism AND there is usually no job security. Definitely not enough money to be abused over the phone, working weird demanding  hours and micromanaged like children.";;Helpful (3);Former Employee - Anonymous Employee;;;;;;;Doesn't Recommend
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW21218765.htm;June 26, 2018;"""Best Place to Work!""";I have been working at Hire Dynamics full-time for more than a year;"Senior Leadership listens to feedback
Teams are empowered to make decisions 
Opportunity for growth";only a fit for people who are resourceful- not for process driven people;;Helpful;Current Employee - Branch Manager;in Charlotte, NC;Charlotte, NC;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW21218851.htm;June 26, 2018;"""Super awsome Talent Agency""";I have been working at Hire Dynamics full-time for more than 3 years;Outstanding place to work.  The Recruiters are super nice and the onsite managers are the best!;They have Saturday Kickoffs for team building.;;Helpful;Current Employee - Onsite Manager;in Charlotte, NC;Charlotte, NC;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW21125550.htm;June 20, 2018;"""Staffing Specialist""";I have been working at Hire Dynamics full-time for less than a year;Great benefits , encouragement  from upper management , and GREAT training;no cons at the moment;;Helpful;Current Employee - Staffing Specialist;in Gastonia, NC;Gastonia, NC;;;;;Recommends
